,full_text,sentiment,insight
997,what the fuck is queers for palestine Milk bar for transvestites from hamas or forty male virgins waiting for every palestinian…,Negative,selfdefend
998,It isnt your country that is Palestine under foreign occupation,Neutral,israel_crime
999,FREE PALESTINE from the EVIL ZIONIST TERRORISTS,Negative,supportPalestine
1000,African countries offer responses 2 Israel Hamas war by ANC said actions of Palestine Hamas militants unsurprising She contd It can no longer b disputed that SouthAfricas apartheid history is occupied Palestines reality ,Negative,war
1001,Free Palestine now,Positive,supportPalestine
1002,America saving Palestine people from Hamas by funding Israel,Neutral,selfdefend
1003,If we want peace we need to remove Hamas and install a new governing body that can run Gaza Ultimately Hamas need to pay for their crimes and never see the light of day There is a future for Palestine but both sides need to work together to get rid of Hamas,Positive,peace
1004,What USA government is saying could be very different from collective conscious of people around the world Time to implement the idea of Palestine as independent state has come Nobody can stop it now BTW I am humanitarian by nationality,Negative,peace
1005,They were offered lmaoo the british r also colonizers that land wasnt theirs to give they also stolenit … palestinians are descendants of canaanites the very first indigenous group of palestine,Neutral,government_war
1006,Free palestine U should not support israelterrorists gazagenocide End genocide Stop funding Israel terrorism ,Negative,peace
1007,Boek boh Haritu viral Roblox Malaysia buat takbir raya Kalini solidariti untuk Palestine pulak ,Neutral,conflict
1008,I want to make this loud and clear If you are NEUTRAL about the genocide of palestine or an ISLAMAPHOBE you are NOT welcomed to my account Get your sorry ass out of here I dont want you rats anywhere near my account,Negative,sadly
1009,You stole their land you stole their homes you abandoned them under duress you prevented them from even returning to their country you are doing everything in your power to take what is left of Palestine and annihilate its entire people the Israeli killers,Negative,wonder
1010,Your video is not in France but in Sweeden in front of the Riksteatern In France protesting for Palestine is allowed Every day you have protesting for Palestine in Paris,Negative,conflict
1011,And they raped and set fire to others Palestine is a failed state none of their neighbours want them but the west loves them Shows how far many have come from reality,Positive,war
1012,The reality of apartheid in Israel and Palestine via ,Neutral,conflict
1013,Wait Now American Army has the right to control the certain Starlink satellites Now America supports Israel if Elon open it to Gaza IDF may use it to kill more Palestine people,Negative,war
1014,The carts gathered for Palestine can fill the roads from rafah back to cairo Every muslim is ready to die just to save a Palestinian childrens finger from getting hurt Were just trying too hard to seek that peace you never knew and never will you only lie and manipulate with,Positive,peace
1015,Palestine will be free A large grave that cant be even seen any other place except Palestine ,Positive,supportPalestine
1016,You are lying everyone knows the truth🇵🇸 Free PALESTINE,Neutral,supportPalestine
1017,🇵🇸Jason Statham supports Palestine,Positive,conflict
1018,israelcuak israelkoyak MALAYSIA WITH PALESTINE 🇵🇸🇲🇾 stadiumaxiataarena malaysiabersamapalestine ,Neutral,supportPalestine
1019,Media Should Stop Referring To Israels Military By Its Formal Name Israel Palestine cdnmedia usmedia ,Negative,peace
1020,Was this guy a Jewish ,Neutral,religionFight
1021,YES FREE FREE PALESTINE ,Positive,supportPalestine
1022,But he has a point tho LGBT+ would die in Palestine or other muslim countries,Negative,religionFight
1023,Cela métonnera toujours quun chef détat qui ne sait pas gérer les problèmes de son pays parte faire le médiateur de paix dans les conflits (Ukraine Israélo Palestine etc ) comment on peut créditer cet incapable,Negative,conflict
1024,Gaza IsraelWarCrimes Israel Palestine,Neutral,conflict
1025,Be human stand with Israel Israeli forces being human with a Palestine 3 years old child: ,Neutral,supportPalestine
1026,American Man challenges the police and installs the Palestinian flag on his car Palestine Gaza FreePalestine ,Positive,supportPalestine
1027,i know somethings wrong with this multiple comebacks because what the fuck is going on,Negative,supportPalestine
1028,Mathilde Panot : « Le Conseil dÉtat a cassé la décision de Darmanin dinterdire systématiquement les manifestations en solidarité avec le peuple palestinien et du cessez le feu Un camouflet pour le ministre de lIntérieur » Palestine Israël Gaza GazaGenocide ,Neutral,conflict
1029,Ask Palestine to help rewrite the truth ,Positive,supportPalestine
1030,Palestine will be free A large grave that cant be even seen any other place except Palestine ,Positive,supportPalestine
1031,It might not be him but f it Free Palestine ,Positive,supportPalestine
1032,Oh um *** I hate autocorrect,Negative,against_israel
1033,are you pro palestine or pro israel dawg… what the fuck do u think,Negative,wonder
1034,I stand with Palestine 🇵🇸 GenocideSupporters,Neutral,supportPalestine
1035,Be human stand with Israel Israeli forces being human with a Palestine 3 years old child: ,Neutral,supportPalestine
1036,I Stand With Palestine 🇵🇸🇮🇷️ ,Neutral,supportPalestine
1037,IsraelPalestineConflict BreakingNews Rocket Alerts all across Central Israel GazaGenocide Gaza Hamas HamasTerrorists HamasNazis Palestine GazaUnderAttack GazaGenocides Isreal Israelunderattack IsraelAttack IsraelFightsTerror ,Neutral,war
1038,Palestine ,Neutral,conflict
1039,Kronologi Himpunan Malaysia Bersama Palestine,Neutral,conflict
1040,I support no side Neither Palestine neither Hamas neither the terrorists of Israel,Positive,supportPalestine
1041,No one speak about palestine,Negative,conflict
1042,Palestine is a Islamic Country i also support it,Positive,supportPalestine
1043,The scene has become familiar and funerals have become a game that delights the children of Gaza I cannot believe their innocence their immense pain our severe misery and our worst helplessness IsraeliNewNazism SavechildrenofPalestine GazaGenocide ,Negative,sadly
1044,I do for Palestine 🇵🇸 FreePalenstine 🇵🇸,Neutral,conflict
1045,Theres a world of difference Free Ukraine means opposing clear violent occupation Free Palestine is often used to downplay Hamas terror activities &amp Israels self defense right LearnTheFacts NotEquivalent ContextMatters,Positive,supportPalestine
1046,الممثل جيسون ستاثام من ناصرين فلسطين Thank you for supporting the humanitarian cause in Palestine الهلالمومباي GazaGenocide كتائبالقسام غزةتستغيث مستشفىالقدس Gaza Hamas ,Positive,selfdefend
1047,Where were your 8 great grandparents from Palestine Palestine Palestine Palestine Palestine Palestine Palestine Palestine Yeah they didnt get out much I fear,Positive,wonder
1048,What a hypocrite joe first give green signal to terrorist to kill innocent civilians of Palestine and now showing care of them,Negative,proIsrael
1049,Free Palestine 🇵🇸 fuck Israel,Negative,supportPalestine
1050,The problem with all these X journalist is they post and retweet things that fit their narrative I not for or against Isreal of Palestine I am against Hamas and hurting kids on both sides Sarah has a bad habit of doing nothing but retweeting,Negative,supportPalestine
1051,Liar They are cheering for Palestine to be free They are not cheering for genoice Liar,Positive,supportPalestine
1052,I cant wait for palestine to get wiped off the map like it deserves,Positive,conflict
1053,Palestine is not the home of the Palestinian arabs Jews have the right to own land as well You Nazis are basically saying that Jews shouldnt be allowed to own land Pathetic Anyway no ones home was taken,Negative,religionFight
1054,Malaysia is always behind Palestine remember that,Neutral,conflict
1055,All the Queers for Palestine should meet with some Palestinians preferably on a rooftop,Neutral,supportPalestine
1056,A representative in the French Parliament objects to the policy of her country and President Sarkozy and supports Palestine ,Positive,conflict
1057,and if they are doing something its clearly not enough cause Israel has doubled down on the terror in Palestine,Negative,conflict
1058,Genuine answer Ottomans didnt build Turkish settlements in Palestine it was always the Palestinians that lived there Jews started settling in the late Ottoman era and the migration accelerated during the British mandate,Neutral,religionFight
1059,MLBSpecialSpoilers Can you show me where the akuma went *puts her hand on his heart* HERE but its already broken ,Negative,wonder
1060,Yasser Arafat created Fatah in the 50s and created the problems and terrorism we see fully engaged in Palestine today Yes different name same goal Learn history this region has been at war for 3 millennia READ HISTORY ,Negative,war
1061,Free free palestine,Positive,supportPalestine
1062,The Health Ministry in Gaza has reported that Israeli air raids have resulted in the deaths of 704 Palestinians in the past 24 hours GazaGenocide Gaza IsraelAttack OIC Palestine,Neutral,conflict
1063,IsraelPalestineConflict BreakingNews Rocket Alerts all across Central Israel GazaGenocide Gaza Hamas HamasTerrorists HamasNazis Palestine GazaUnderAttack GazaGenocides Isreal Israelunderattack IsraelAttack IsraelFightsTerror ,Neutral,war
1064,she s a lesbo they will kill her in palestine,Negative,israel_crime
1065,Mr President you seem to not want hate in America but gladly export hate to other countries and regions Refusing to call Israel to order and giving them the green light to continue killing civilians in Palestine is HATE What else embolden Islamophobia ,Negative,war
1066,How many more Palestinians must die before the Prime Minister condemns Israels war crimes and calls for a ceasefire Zarah Sultana the British MP shares her thoughts on the need for a ceasefire in Palestine ,Negative,peace
1067,Dua Lipa doing Palestine and Gaza advocacy again in the wake of a new album launch as well sis is really risking a lot for the cause ,Negative,conflict
1068,How do you still have internet for X living in Palestine ,Neutral,wonder
1069,I stand with Palestine 🇵🇸 Gaza hamas Filistin,Neutral,supportPalestine
1070,By that logic you would think it is better to expel Palestinians When people say free Palestine its to end the occupation of the West Bank and end the blockade in Gaza Not that tel aviv needs to be depopulated That is the policy position for the neighbouring Arab nations,Positive,peace
1071,We stand with Palestine,Neutral,supportPalestine
1072,heart breaking Palestine will be free A large grave that cant be even seen any other place except Palestine ,Positive,supportPalestine
1073,Be human stand with Israel Israeli forces being human with a Palestine 3 years old child: ,Neutral,supportPalestine
1074,Someone on a Spencer space yesterday was calling for total aryan victory for Ukraine and Palestine The internet is so weird,Negative,conflict
1075,Is it indirectly a support to palestine ,Positive,supportPalestine
1076,no this supports palestine,Positive,conflict
1077,Former Uganda President Idi Amin Thoughts on Israeli Palestine Conflict via ,Negative,war
1078,Free palestine,Positive,supportPalestine
1079,Ada juga kejadian unik di Amrik A group of protesters who identified themselves as Queers for Palestine called for the liberation of Palestine which has been operating for years under its own authority ,Negative,conflict
1080,Israel🇮🇱 Palestine🇵🇸 half an hour earlier than the Center Of Israel Israel Under Attack ,Negative,conflict
1081,This evil greedy exploiter at the head of will have to answer about many things at the end of the war I hope a lot of crap will buried him and all the Anti Semitic UN membership anyway they dont give a shit neither of Palestine,Negative,peace
1082,I stand with Palestine 🇵🇸,Neutral,supportPalestine
1083,There is a massacre in Palestine fake human europe killer israel usa terroristisrael tererüstabd terroreurope,Negative,conflict
1084,Oh Im forced marriage,Negative,israel_crime
1085,gaza palestine goodmorning غزةتستغيث فلسطينالان معبررفح القدس ,Neutral,conflict
1086,Palestinian women &amp girls face entrenched discrimination and rights violations in the context of traditional patriarchal norms Hamas punishes men engaging in homosexual acts with 10 years in prison LGBTQ+ not welcome in Palestine Heres one example: ,Negative,supportPalestine
1087,Hypocrite Trying to save the children from polio but killing thousands of children and infants in Palestine,Negative,sadly
1088,Free palestine 🇵🇸,Positive,supportPalestine
1089,their reward just get out of the Palestinians land live in peace with them (stop murdering them) and there will be peace in the land of Palestine you stole and colonised Palestine and will never be forgiven ,Positive,peace
1090,no like emma seligman its crazy because she is advocating for palestine on her stories but doing shits like these at the same time,Negative,conflict
1091,Free Palestine 🇵🇸,Positive,supportPalestine
1092,even though the US will continue to fund the indiscriminate killing of innocent ppl dont worry we learned our lesson from 9/11 and we have already asked israel if they would pretty please try to be less obvious about their intent to wipe out palestinians from palestine,Positive,sadly
1093,Washington DC | Radical student group is planning a March on Washington to Free Palestine The pro Hamas student group demands an end to US aid to Israel which is calls settler colonizers and lifting the siege on Gaza StopHamas ,Positive,peace
1094,The terrorist killers of Palestine should have thought of this before the Hamas terrorist attack in Israel that resulted in the death of thousands of Israeli civilians with thousands injured and hundreds kidnapped First of all they should have released the hostages only…,Negative,proIsrael
1095,I can go to Ukraine Russia Israel or Palestine and get shot right now,Neutral,conflict
1096,Prayers for Palestine 🇵🇸,Neutral,conflict
1097,Thats interesting Since it was US insistence on Democratic free elections in Palestine and Israel funding that delivered Hamas to power in first place … Oops ,Positive,supportPalestine
1098,🇵🇸 FREE PALESTINE ,Positive,supportPalestine
1099,Israel has done much more than you say Hamas also killed civilians but the reason Hamas emerged was the Jewish occupation Israel on the other hand kills babies by saying that it will continue the occupation So there is a difference Palestine is no different from Ukraine,Negative,sadly
1100,How Hamas rule affected the economy of Gaza By 2007 the two parts of Palestine the West Bank and the Gaza Strip had similar macroeconomic indicators But over the next 15 years per capita GDP in the West Bank grew by 60% while in Gaza it halved In terms of unemployment… ,Negative,selfdefend
1101,@ gahnaim @ belalmortaja @ belalkh @ mumenmadhoun @ motasemmortaja @ hindkhoudary @ mustafasthraya @ aymanalgedi12 @ eidyara @ wissamgaza @ palestinepixel @ abdallahalattar1999 @ mariamabudagga @ alijadallah66 May Allah bless them their families&amp all gaza,Positive,religionFight
1102,In resuming my monthly column I discuss the historical context of Brazilian foreign policy re: Israel and Palestine and how that is informing (or not) the Lula administrations attempts to help broker a ceasefire now,Positive,peace
1103,Well course you cant Palestine have their own government The PA in West Bank and Hamas in Gaza Unlike in Israel governments where no Jew or Christian can sit Islamic only = apartheid ,Neutral,religionFight
1104,GOD and All the people on the world stand with Palestine and gaza,Positive,supportPalestine
1105,Ngl anyone thats an unwitting media puppet for hamas should block/unfollow me If your rhetoric takes the shape of anti zionism instead of free palestine youre doing it wrong Be a more geopolitically informed leftie lmao This isnt pro zionism this is anti hamas,Positive,supportPalestine
1106,En ne lui faisant pas la guerre Et à quel pays vous confieriez la Palestine Sachant que votre posture anti iran est en train de prendre leau même lArabie saoudite sest rapprochée de lIran,Negative,conflict
1107,اجمل نشيد للقدس شرف القدس المنشد حسن علامة 2018 al kodis Palestine 2019 via ,Neutral,conflict
1108,Free Palestine 🇵🇸,Positive,supportPalestine
1109,There is a massacre in Palestine fake human europe killer israel usa terroristisrael tererüstabd terroreurope,Negative,conflict
1110,There was no country called Israel 75 years ago But there was a country called Palestine (where Muslims Christians and Jews lived in peace) before Jewish immigrants fleeing Europe bc of Nazis came to live with them then they occupied their land expelled them from their homes,Negative,peace
1111,Abortion is illegal Palestine WTF does this even mean ,Negative,conflict
1112,Send them over They can go and fight for Palestine and perhaps get a wake up call ,Negative,government_war
1113,Israel Palestine war LIVE: Gaza hospitals have completely collapsed People with this type of hate towards Jews or blacks or Asians or any race should be executed ,Negative,religionFight
1114,What hold does Israel have on America BidenIsTerrorist Biden US Israel BassemYoussef Palestine ,Neutral,wonder
1115,Oh damn Im sure that woman represents all of Palestine Totally got me there,Negative,conflict
1116,Be human stand with Israel Israeli forces being human with a Palestine 3 years old child: ,Neutral,supportPalestine
1117,⭕HAMAS OFFICIAL STATEMENT: Palestinian resistance will continue to fight for sovereigntyIndependence اعصارتيج كتائبالقسام اعتذاراسرائيل GazaGenocide الهلالمومباي ,Negative,government_war
1118,I pray for the day when the children of Syria Palestine &amp Iraq wake up to the sound of birds not bombs 🇵🇸🇵🇸,Positive,sadly
1119,I tolerated his Palestine viewpoint before but rebel news has really shown its nothing to do with journalism any longer,Negative,supportPalestine
1120,WHAT HAPPENED TO THEIR SCREENS ,Neutral,wonder
1121,Negara arab yg berjiran dgn Palestine pun tk mampu nk buat ni kn pulak kita yg kekuatan ketenteraan tidak setanding dgn negara Arab,Neutral,conflict
1122,Wiki ni betul je Cuma Israel xleh claim itu tanah asal dia Tanah asal Canaan was Canaan people Dia plk terpaling pemilik asal LOL UN let Israel built a nation on 1948 under Resolution 181 UNGA and stole the Land of Palestine for 75 years ,Positive,government_war
1123,Dont forget our Brothers and Sisters suffering in Palestine 🇵🇸 Pray for them ️‍,Neutral,supportPalestine
1124,No matter how you feel about Eisens tweets about Israel/Palestine and whether his firing was justified this statement from eLife shows rank cowardice,Negative,wonder
1125,We Arabs do not hate Jews We hate racist Zionism which kills all means of peace including land theft and apartheid There is no home in Palestine without a dead person at the hands of the Zionists and they continue to kill How will there be peace ,Positive,peace
1126,I stand with Palestine from BANGLADESH 🇧🇩 Allah is the greatest,Positive,religionFight
1127,New lana stans werent on twt when this happened but I was there and one of the people tweeting at her not to perform in Israel and Im just going to be honest…during this whole period lana was clearly uneducated of what was going on in Palestine and I still think she is,Positive,wonder
1128,Jaime trop les expressions faciales de macron la il a le visage de celui qui est pris au piège contraint de se plier Question est il la bas pour la paix ou la continuation du pilonnage de la palestine ,Neutral,conflict
1129,Cant believe I been screaming free Palestine and its still not freed Im getting vex,Positive,supportPalestine
1130,Continued failure at this Council is inexcusable said Riyad al Maliki Minister of Foreign Affairs of the State of Palestine The fate of Palestinian people cannot continue to be dispossession displacement denial of rights and death Our coverage: ,Negative,conflict
1131,I pray for the day when the children of Syria Palestine &amp Iraq wake up to the sound of birds not bombs 🇵🇸🇵🇸,Positive,sadly
1132,Free Palestine 🇵🇸,Positive,supportPalestine
1133,Pray for palestine,Positive,supportPalestine
1134,lanas performance of doing time IS RAEL af lana is the amaZIONIST singer ever lana is mother of PALESTINE lana del rey needs to come to the baHAMAS ,Neutral,conflict
1135,محدش يعرف راحت فين مصر ؟ Palestine GazaGenocides كتائبالقسام,Neutral,conflict
1136,Zionist media: Israeli army members are like ducks hunted by Hezbollah at the border Isarael IsraelTerrorists Palestine FreePalestine Iran lebanon LDF PalestineLivesMatter russia moscow StandWithPalestine,Positive,supportPalestine
1137,more like u guys have no evidence to show except stupid text but theres tons of evidence from palestine for the entire world to see,Negative,hypocritical
1138,Its all about religion bc the land was officially the British Mandate of Palestine before 1948 when Israel became a State Thats why there has always been religious fighting abt ownership of Holy Land Bibis continuous building settlement in West Bank stokes the flames,Negative,war
1139,From what ive heard and understood en palestine isnt a country mo3atraf biha to be able enaha terfa3 adeya for all the crimes committed against them 3ashan keda i$real say2in fiha cuz no one can stop them Bas idk i might be wrong ‍️,Negative,peace
1140,Wrong ALL lives matter Palestine Israel Gaza Manipur Nuuh Godhra Hashimpura,Negative,conflict
1141,FREE PALESTINE,Positive,supportPalestine
1142,To stand with Palestine is to stand with humanity 🇵🇸 ,Neutral,peace
1143,Sedih tgk org2 melayu islam kat malaysia nak sokong palestine pun berpuak2 ikut politik Lepastu duk marah2 kenapa org islam 1 dunia tak boleh bersatuuu Dah kau pun duk select program mana nak join sama je la kau pun,Positive,religionFight
1144,the people stand with Palestine while the governments stand with israel maybe but maybe its time to realize that governments arent for the people but just cr minal organizations legally stealing our money to fund wars &amp to fill up their pockets,Negative,supportPalestine
1145,I pray for the day when the children of Syria Palestine &amp Iraq wake up to the sound of birds not bombs 🇵🇸🇵🇸,Positive,sadly
1146,🇵🇸 Free PALESTINE 🇺🇸 Free ASSANGE 🇷🇺 Free DONBAS 🇻🇪 Free ALEX SAAB,Positive,supportPalestine
1147,Muslim Ummah will help Palestine ,Positive,religionFight
1148,Those so called journaliststhat are meant to show people the truth and are supposed to awake people from lies are here lying to satisfy murderers of killed 300 children and women in just one night and still bombing them GazaGenocide Palestine ,Negative,sadly
1149,What about the 1000s of kids killed from palestine,Negative,wonder
1150,WHERE IS WENDYS TEASER,Negative,wonder
1151,Useless league with bunch of useless craps cant help innocent childs and peoples dying in Palestine GazaGenocide Gazabombing Palestine,Negative,sadly
1152,Youre a pathetic liar ISRAEL ILLEGALLY OCCUPY PALESTINE ISRAEL MURDERS PALESTINIAN ISRAEL TURNED OFF WATER AND ELECTRICITY,Negative,conflict
1153,9 We have large numbers of Muslims in Britain who look to Gaza in a one of us way that is rooted in cultural ties outside Britain and that do not stem from British history Nobody feels one of us because of the British Mandate for Palestine,Neutral,historyTalk
1154,Whats the plan to Free Palestine that doesnt involve ethnic cleansing ,Positive,supportPalestine
1155,This is unjust killing Free Palestine 🇵🇸 ️,Negative,supportPalestine
1156,Free free palestine,Positive,supportPalestine
1157,Calling for the liberation of Palestine is not antisemitism,Neutral,conflict
1158,Why doesnt he just take the next flight into Palestine and join them to show support ,Positive,supportPalestine
1159,The true meaning of Palestine is all the land of Israel with no Jews Hamas is Palestine From the river to the sea there wont be one jew free and almost all Palestinians are behind him,Positive,religionFight
1160,Its a contradiction Jewish Zionists people support LGBTQ when it comes to freely identifying with their sexuality but when its comes to a Black American man identifying as Perez Jew of Messianic Jew bloodline or a Palestinian being from Palestine they have a problem with that,Negative,religionFight
1161,I just read The Hundred Years War on Palestine which has extended discussion of the Israeli government managing public opinion in the US much better than Palestinian advocates decades back and it felt like that mustve happened in another universe,Positive,war
1162,Pakistan with palestine,Neutral,supportPalestine
1163,UN Secretary General Antonio Guterres says the attacks by Hamas did not happen in a vacuum and they cannot justify collective punishment of the Palestinian people Palestine ,Negative,war
1164,You love Palestine first then you can love Malaysia,Positive,peace
1165,Then why say Muslims And Ill tell you one more thing youre wrong Not only Islamists want settlers to leave Palestine Thats the point of free Palestine Israel has no right to other peoples land and homes full stop,Negative,peace
1166,Not India with Palestine please correct your caption only indian Muslim with Palestine,Positive,religionFight
1167,I pray for the day when the children of Syria Palestine &amp Iraq wake up to the sound of birds not bombs 🇵🇸🇵🇸,Positive,sadly
1168,You can stand with people that will rape your mother behead her and and have you burn her in front of your sister and kill her for fun KEEP STANDING,Negative,supportPalestine
1169,since when have you ever went with the silent majority what a load off rubbish I do agree he should not have done it but dont give me this crap about the silent majority if so a lot of silent majority support Palestine to󠁧󠁢󠁳󠁣󠁴󠁿,Positive,supportPalestine
1170,Those of you asking for a two state solution how does that work when theres no trust Will you go and police Israel and Palestine in a two state solution Who gets what Who does what Even normal neighbours have issues talk more of clearly sworn enemies,Positive,war
1171,They are not settlers Zionist are cancer to this world thieves killing children and cutting down 100 years old olive tree running the land agriculture The antisemitism excuse is getting too old and it doesnt work on people with brains free Palestine 🇵🇸️,Negative,sadly
1172,Je ne suis pas sioniste non plus je fais parti de ces juifs qui veulent que ce bordel sarrête qui veulent reconnaître la Palestine Pour le moment je nai reçu de lantisemitisme de personne et Dieu sait si les gens que je côtoie savent que je suis juive,Neutral,conflict
1173,There is a massacre in Palestine fake human europe killer israel usa terroristisrael tererüstabd terroreurope,Negative,conflict
1174,Abbotts bonkers defence for Tube driver suspended for Free Palestine chant She clearly wants a Haiti type society she should stick to maths she is better at that ,Positive,supportPalestine
1175,Il continue dans son populisme écœurant Dégage de Carthage Pauvre minable Même pas capable de soccuper de la Tunisie pour soccuper de la Palestine KAÏS SAIËD EST LE PLUS MAUVAIS PRÉSIDENT DE LA RÉPUBLIQUE QUE LA TUNISIE NAIT JAMAIS EU ,Positive,conflict
1176,Lihat video FREE PALESTINE 🇵🇸 TikTok ,Positive,supportPalestine
1177,THATS NOT JASON ANYWAY BUT FREE PALESTINE I hate to break it to all of you but thats not him,Positive,supportPalestine
1178,Gaza palestine Filistin GazzeUnderAttack FreePalestine IsraelTerrorists zionistterror EmpathizeWithGaza PalestineGenocide فلسطينالانـــــــــــــــــــــــــــــــــــــــــ LetGazaBabiesLiveLast,Neutral,supportPalestine
1179,We dont need to see the Gaza genocide to determine how evil the illegal state of Israel is We knew their evil intensions the moment they were shuffled through other nations and arrived in Palestine as refugees Israel is a terror state and an illegal one,Negative,genocide
1180,Regarding Palestine The chanting with her name in the stands is important The flutter of its flag in every Arab country and amphitheater and everywhere is important The cheering with their name is important Reminding them for good and bad is important Their names stories…,Positive,supportPalestine
1181,enough of talk china needs to help the palestine people from the ongoing massacre by israhell teroris ,Positive,supportPalestine
1182,When drip carriers ran out at hospitals they became carriers for loved ones Children grew amid pain the elders forgot old age ailments all think of saving loved ones IsraeliNewNazism SavechildrenofPalestine GazaGenocide ,Positive,sadly
1183,There was never such thing a palestine,Neutral,conflict
1184,Youre wrong: people who were parroting Free Palestine are stopping in the face of a blatant massacre and lies Hamas is guilty but Hamas =Palestine thry support this militant arm of their radical religion People swing but towards Israel,Positive,supportPalestine
1185,Free Palestine Yikes Common Destiny 2 player L Thank god people like you are going the way of the dinosaur,Positive,supportPalestine
1186,Its lovely how woke&amp anti woke groups are suddenly pro Palestine Looking at your profile looks like youre anti woke yet youre vomiting classic Left/woke propaganda against Israel:genocide oppressed big bad Israel their land etc Where were you 2 years ago for Palestinians ,Negative,genocide
1187,you gonna retweet this Hamas releasing Old Ladies they captured The same Hamas the Palestinian People have allowed and supported in power You have no morals to stand on you Anti Semite Stand up for Israel Jews as much as you stand up for Islamic Palestine,Negative,religionFight
1188,The Israeli occupation attacks churches in Jerusalem and assaults Christians with beatings and arrests There is no Hamas there huh Gaza GazaGenocide Gazabombing Isreal Hamas HamasNazis IsraelAttack Palestine,Negative,supportPalestine
1189,Another horrific day of Israel bombardment in Gaza with initial reports from MOH of over 700 people killed in one day alone bringing the total to 5791 killed including 2360 children and 1421 women OHCHR calls for an immediate humanitarian ceasefire,Negative,peace
1190,Asli both side sama² ada orgilnya Tapi yg muslim parah sih mungkin di pikirannya kalo hari jumat ini Palestine merdeka terus hari jumat depannya dunia langsung kiamat kali ya padahal yg tau kiamat itu kapan ya cuma Tuhan sendiri Asli emosi kali liat muslim yg kayak gitu ,Neutral,religionFight
1191,So u r the 1 from the real terrorist community who wear uniforms and kill children and commit genocide in Palestine even before Hamas retaliated for your Terrorist IDF inhuman actions,Negative,proIsrael
1192,You think Palestine is the mainstream take Get lost ,Negative,conflict
1193,UN Secretary General Antonio Guterres during a session of the Security Council: It is important to recognize that Hamas attacks did not occur out of thin air Guterres added that the attacks on Israel on October 7 do not justify the mass killings witnessed in Gaza… ,Negative,war
1194,Israel is a terrorist state In 1948 Christians and Muslims were living safely in Palestine so the Israelis invaded Palestine killed the Palestinians and destroyed mosques and churches and to this day they are still suffering,Negative,proIsrael
1195,I do Wholeheartedly Allah please wipe out Palestine Let the Palestinians live a happy life in one of the 22 Arab countries in the world,Positive,religionFight
1196,Hamas HamasTerrorists IsraeliNewNazism Palestine GazaGenocide But the still tell us that Hamas is torrer*st ,Neutral,selfdefend
1197,sir can u suggest a good book on Gaza Palestine ,Positive,conflict
1198,Triggered Now post the isreal supporter pepper spraying the Palestine supporters and the police officer In Skokie,Positive,war
1199,Does Palestine deserve to exist as a state Are you an extreme racist ,Negative,conflict
1200,His comment on Palestine was forced and unsincere,Negative,israel_crime
1201,Even the Amin Al Husseini is a reference to the Grand Mufti of Jerusalem who invited Hitler to intervene in Palestine,Positive,government_war
1202,why dont you ask the British on what happened and they lost control over the population that eventually led to a civil war and how came Israel to contain aprox 77% of Palestine instead of aprox 54% it was initially given arent those territories occupied ,Negative,war
1203,Israel Palestine Conflict: اسرائیل فلسطین کے درمیان جنگ سے متعلق آرایس ایس سربراہ موہن بھاگوت نے بڑا بیان دیا ہے۔ IsraelPalestineConflict IsraelPalestineCrisis IsraelHamasWar IsraelHamasConflict RSS MohanBhagwat bharatexpressurdu,Negative,war
1204,a certain fandom wanting to create a stan war while the only thing they care about is using the genocide against Palestine to increase listeners to their fav (sorry that they have clearly never been interested in the subject despite having a presence on tw) ,Positive,sadly
1205,Le vrai problème dinternet et de cette époque où la communication est ultra rapide cest que ce genre de takes éclatées au sol peuvent être partagées avec le reste du monde sérieux cest quoi ça + free palestine always + ratio,Positive,supportPalestine
1206,🇵🇸 Free PALESTINE 🇺🇸 Free ASSANGE 🇷🇺 Free DONBAS 🇻🇪 Free ALEX SAAB Unidos Venceremos ️,Positive,supportPalestine
1207,There isnt enough urgency from world leaders regarding the genocide taking place in Palestine for me its soo heartbreaking We all seeing videos coming from Palestine feeling powerless &amp world leaders people in power are practically doing nothing,Negative,genocide
1208,En fait cest simple si tes musulman et que tu le revendiques tu dois soutenir ttes les causes où les musulmans sont opprimés pas juste 1 seule Je peux pas faire plus simple y a pas de dissonance cognitive La dissonance cest dinvoquer la oummah uniquement pour la Palestine,Neutral,conflict
1209,The people of the US have the same power over Biden at the moment as the people of Palestine have over Hamas Hamas who has also murdered innocent women and children Why are you so focused on the US instead of what your own government caused/started ,Positive,sadly
1210,So Joy is arguing that if you arent pro israel and what they are doing and pro zionism then you are anti semetic What about the fucking innocent children in Palestine Girl go sit tf down TheView,Positive,sadly
1211,if i say what i want to say i bet people will be weirded out so ima stay quiet ,Positive,wonder
1212,The Grand Mufti of Palestine wanted them exterminated the settlers were attacked some were massacred,Neutral,israel_crime
1213,LIVE: Israels Eli Cohen addresses directly at UNSC In what world do you live Definitely this is not our world Says Hamas viciousness exceeded Daesh calls them the new Nazis Palestine Gaza ,Negative,selfdefend
1214,5times I meant not days Israel has given land peace treatys money Palestine doesnt want peace with Israel: they dont want two state solution,Positive,peace
1215,We still do the same kids are still been kill daily in mass today look at Israel Palestine conflict At least then each sacrifice had a propuse and it was well prepared for years avoiding suffering as much as posible I am not defending the sacrifices but we are in a worse…,Negative,war
